00:00:00.000,00:00:00.000,00:00:00.900,Ehi,true,0.843,https://fleetimages.bobitstudios.com/upload/autorentalnews/content/news/_migrated/m-clipboard01-51-2.jpg
00:00:00.000,00:00:00.900,00:00:01.400,prova,true,0.843,https://www.daily-bangladesh.com/media/imgAll/2019December/en/prova-1912201210-1912210647.jpg
00:00:00.000,00:00:01.400,00:00:02.300,1,true,0.843,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/NYCS-bull-trans-1.svg/1024px-NYCS-bull-trans-1.svg.png
00:00:00.000,00:00:02.300,00:00:02.400,2,true,0.843,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/NYCS-bull-trans-2.svg/1024px-NYCS-bull-trans-2.svg.png
00:00:00.000,00:00:02.400,00:00:02.500,3,true,0.843,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/NYCS-bull-trans-3.svg/1024px-NYCS-bull-trans-3.svg.png
00:00:00.000,00:00:02.500,00:00:06.000,cosa,true,0.843,https://i.vimeocdn.com/portrait/2851757_300x300
00:00:00.000,00:00:06.000,00:00:06.100,mi,true,0.843,https://cdn.pocket-lint.com/r/s/970x/assets/images/147228-phones-review-review-xiaomi-mi-9-image1-cgb2xkle16-jpg.webp
00:00:00.000,00:00:06.100,00:00:06.300,dici,true,0.843,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1168402006520696
00:00:00.000,00:00:06.300,00:00:06.400,di,true,0.843,https://dimin.com/wp-content/uploads/2016/11/DI-Logo-NEW.png
00:00:00.000,00:00:06.400,00:00:06.600,nuovo?,true,0.843,https://pngimage.net/wp-content/uploads/2018/06/nuovo-png.png
00:00:00.000,00:00:06.600,00:00:08.300,Niente,true,0.843,https://farniente.com/wp-content/uploads/2016/12/FNW-Estate-NEW_RandallCordero-1.jpg
00:00:00.000,00:00:08.300,00:00:08.600,di,true,0.843,https://dimin.com/wp-content/uploads/2016/11/DI-Logo-NEW.png
00:00:00.000,00:00:08.600,00:00:08.700,nuovo,true,0.843,https://pngimage.net/wp-content/uploads/2018/06/nuovo-png.png
00:00:00.000,00:00:08.700,00:00:09.100,sul,true,0.843,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1750852968346499
00:00:00.000,00:00:09.100,00:00:09.200,fronte,true,0.843,https://statics.cedscdn.it/photos/MED/48/24/3934824_1325_tughe_fronte.jpg
00:00:00.000,00:00:09.200,00:00:09.500,occidentale,true,0.843,https://upload.wikimedia.org/wikipedia/commons/1/18/Sicilia_occidentale.jpg
00:00:00.000,00:00:09.500,00:00:13.400,da,true,0.843,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Democratic_Alliance_%28SA%29_logo.svg/1200px-Democratic_Alliance_%28SA%29_logo.svg.png
00:00:00.000,00:00:13.400,00:00:13.900,gustare?,true,0.843,https://e22d0640933e3c7f8c86-34aee0c49088be50e3ac6555f6c963fb.ssl.cf2.rackcdn.com/0075450000130_CL_default_default_large.jpeg
00:00:14.804,00:00:14.336,00:00:21.136,Ok,true,0.730,https://upload.wikimedia.org/wikipedia/commons/1/17/OK-button_-_Macro_photography_of_a_remote_control.jpg
00:00:14.804,00:00:21.136,00:00:21.736,"ok,",true,0.730,https://upload.wikimedia.org/wikipedia/commons/1/17/OK-button_-_Macro_photography_of_a_remote_control.jpg
